CommentDate,Date,RestaurantName,Comment,Address
2023-09-06,2023-09-16,Nan Xiang Xiao Long Bao - Manhattan,"We heard about this online and wanted to try it out! The udon noodles was super chewy. (I like chewy noodles.) The pancake was super crispy and a nice meaty contrast. The soup dumpling were really interesting and good. My favorite is the chicken soup (orange) and the signature.Service was good, they always checked on us and refilled our water.The dining room was nice and cute.FYI, this is all for two people. (2x the soup dumplings). We had trouble finishing the food near the end .  They were all very filling dishes.","24 W 33rd St New York, NY 10001"
2023-09-13,2023-09-16,Blue Willow 夜来湘,"Better than I was expecting!Great food, good service. Braised pork belly was delicious.A bit pricier but not bad when eating family style. Dark, romantic ambiance but strong flavors and spice in the food. Would recommend.","40 W 56th St New York, NY 10019"
2023-09-10,2023-09-16,Blue Willow 夜来湘,Delicious food and amazing ambiance! Service was A1 as well. Highly recommend the fish.,"40 W 56th St New York, NY 10019"
2023-09-09,2023-09-16,Blue Willow 夜来湘,Super Szechuan-best hot and sour soup I've had in years. Solid go-to spot with nice ambience for when you're craving hot and spicy.,"40 W 56th St New York, NY 10019"
2023-09-09,2023-09-16,Blue Willow 夜来湘,"The ambiance and overall vibe is lovely but the food is far from traditional. Mostly Americanized Chinese dishes. We started with hot and sour soup, and ordered chicken with garlic sauce (a favorite in our household), a beef dish, dumplings, scallion pancakes and fried rice. All over the food was OK and not good enough for me to go back to recommend it to any one. There are better and authentic spots out there.","40 W 56th St New York, NY 10019"
2023-09-07,2023-09-16,Blue Willow 夜来湘,The food was great. Everything was delicious. The seafood soup is something that I will definitely come back to. We ordered a lot of dishes for a party of 5.  Wish the tempo of the dishes being served could be better. Felt a little rushed. The cocktails were very pretty and strong. Desserts were really well made and delicious. Overall a great place to get some authentic Beijing style dishes.,"40 W 56th St New York, NY 10019"
2023-09-06,2023-09-16,Blue Willow 夜来湘,"very small portions, very very pricy , but the staff are nice . there's up and down stairs .  def have to order a ton","40 W 56th St New York, NY 10019"
2023-09-04,2023-09-16,Blue Willow 夜来湘,"Tasty, authentic Chinese cuisine in the heart of midtown Manhattan. When you hear more Chinese being spoken than English you know you're in for a treat. The waiter was very helpful with menu suggestions. The pepper salted shrimp app was divine as were our beef and fish dishes. Would absolutely go back on my next NYC visit.","40 W 56th St New York, NY 10019"
2023-08-27,2023-09-16,Blue Willow 夜来湘,Amazing food with authentic spice levels. Great for people looking for a traditional taste but also for those who want to introduce friends to Chinese food.,"40 W 56th St New York, NY 10019"
2023-08-27,2023-09-16,Blue Willow 夜来湘,"Amazing  drinks  one of my favorite Chinese restaurants near park,love chinese vibe also love personal!","40 W 56th St New York, NY 10019"
2023-08-26,2023-09-16,Blue Willow 夜来湘,Food was amazing. Ordered pork belly and a whole fish. Amazing. Service was very efficient.,"40 W 56th St New York, NY 10019"
2023-09-14,2023-09-16,Sofun Noodle Bar,"I had a pleasant experience at Sofun. It is definitely a gem. With delicious, authentic food, fresh ingredients(the freshness of the ingredients was in every bite ), delectable durian puffs, attentive service, and a wonderful ambiance, it's a must-visit!!","4340 12th St Queens, NY 11101"
2023-09-03,2023-09-16,Sofun Noodle Bar,The flavor is everything! I'm so glad we made it here after the US open! The atmosphere is great and the ambiance casual. But it's the complex flavor throughout my noodle bowl that brings me to write this review. An absolute must do.,"4340 12th St Queens, NY 11101"
2023-09-01,2023-09-16,Sofun Noodle Bar,Nice hidden noodle spot in LIC. Had the Pepper & Pork Rice Noodle - tasty spicy and fresh. The Signature Lu Fen - flavorful spice bomb. I'd come again,"4340 12th St Queens, NY 11101"
2023-08-26,2023-09-16,Sofun Noodle Bar,"Located in a newish redevelopment in LIC amongst a number of other new spots and a brewery, I liked the area right away. Inside is cute with small tables and a bar (not yet serving alcohol yet). We sat at the bar and ordered the signature noodles and the beef brisket noodle soup, along with the soup dumplings and popcorn chicken apps. Noodle dishes were great and unique, both having a slight tangy taste to them. Dumplings were solid, but the popcorn chicken was below average with too tiny pieces (esp for $11). Entree menu is limited to 2 dry noodles and about 6 noodle soups, so make sure you're in the mood for that before coming. I had a good time and would return!","4340 12th St Queens, NY 11101"
2023-08-18,2023-09-16,Sofun Noodle Bar,"I went here yesterday with 3 friends! Came here on a spontaneous Thursday night. We heard about this place through social media and decided to give it a try!This restaurant is fairly new (opened late June), it's well decorated with plants. The place is not too big, can maybe fit a few tables, but which is fine for when we went. I would imagine on busier nights it'll be tougher to dine in.We got the century egg salad to start. It was definitely very tasty with a spicy kick to it.Amongst the four of us, we got the signature Lu fen noodles, beef brisket noodles, and the tofu with meat sauce noodles.We all thought it was very tasty and we left full! We thought it was a very decent spot to grab quick noods on a whim.","4340 12th St Queens, NY 11101"
2023-08-12,2023-09-16,Sofun Noodle Bar,"Aesthetic - really chic and cute decor and plating. They even have real plants lined up on the wall behind the booths! I also love the small dishes they provide for apps!There are not too many tables, which was not an issue since there were only a total of 3 parties including my friend and I during the ~1.5 hours we were dining there. That was something off about the ambiance; there was only the server and the chef prepping food in the kitchen (2 people), and felt almost too quiet and empty. For context, it was a Thursday evening.I did see there were many takeout orders being prepared, so I wonder if they are leaning towards being a takeout place more than a dining out spot.The food itself was okay. It was $20 for the bowls of noodles. I ordered the beef brisket noodle soup. It had an interesting blend of ingredients. Because of the lime, it had a more tangy/sour taste, which I personally wasn't the biggest fan of. My friend got the Signature Lu Fen, which she enjoyed. We had also ordered, the same time as we put in the order for the noodle dishes, an order of sticky rice. This was under the dim sum section. Overall it was good, but I believe there was just 1piece of chicken, 1 piece of sausage, 1 egg yolk in the sticky rice. It's fun to share but just be prepared for the different proteins hidden inside.The timing of serving the dim sum dish was weird. My friend and I had finished our noodles and had been talking for several minutes more until the sticky rice came out. I was expecting either it would have been served like an appetizer or during the time we were eating the noodles. It worked out okay because even after eating the noodles we weren't full yet, but again, the timing the small dish came to the table was odd.","4340 12th St Queens, NY 11101"
2023-08-06,2023-09-16,Sofun Noodle Bar,"Small restaurant quite off the beaten path; came for dinner (so not the instagram dim sum meal). We got 2 mains and a popcorn chicken - i preferred the beef brisket because i enjoyed the slightly sour broth. The spicy ribs noodle are not spicy at all so no need to fear and the popcorn chicken was alright, nothing to write home about.Overall the portions were quite small, and combined with the pricetags...the journey one must make to come here becomes a bit questioned. The ingredients did seem quite fresh and quality so it may be worthwhile if you're in the area and pressed for time and have a few bucks to spare.","4340 12th St Queens, NY 11101"
2023-08-03,2023-09-16,Sofun Noodle Bar,"Pretty good! We got their signature noodles (the best), beef brisket noodles (just ok), popcorn chicken (yummy but over salted), and cucumber salad (super good).However it was really frustrating because most of the things we originally picked from the menu were out. Mind you we came at like 5:30pm on a weekday so it wasnt super busy or anything. Almost all these dishes were our second choices... not sure what is going on there.","4340 12th St Queens, NY 11101"
2023-08-01,2023-09-16,Sofun Noodle Bar,Ambiance seemed very clean and well lit.Service: Went out of my way to check this place out.  This review is based strictly on the service experience my family encountered attempting to try this restaurant out.   It was about 10 mins till closed and we were refused service to order take out.   The gentlemen barely looked up to acknowledge us as he was counting money.I did also notice two other tables still sitting there so not sure why they didn't want the business since they had to be there anyways.Ill hope to update this review again when i can make it back over there.,"4340 12th St Queens, NY 11101"
2023-07-29,2023-09-16,Sofun Noodle Bar,"Soooooo I usually avoid trendy-looking restaurants at all costs because this girl is just trying to have a solid meal and less of the instagram stuff. The food here was a sweet surprise and I enjoyed every bite of my meal.I ordered the signature noodle dish and durian puff (the ones you typically see at dim sum places). The signature noodle dish wasn't too oily, too salty, too hefty - it was just right as Goldilocks once said. The noodle had the perfect bounce which I really enjoyed. The durian puff was piping hot and not drenched in oil. Now I know where to get my durian fix without going to Chinatown or Sunset Park.","4340 12th St Queens, NY 11101"
2023-09-14,2023-09-16,Clinton Street Baking Company,"A friend of mine has been wanting to check out this place. We made reservations for 2.The hostess, Liz, was welcoming and accomodating.I love the space. It is very open and a great view of Houston Street.  Surprisingly, despite all the noise outside, it is pretty quiet inside.I was happy to see that they have a small bar/ counter area. I was also happy to see draft beer! I was even happier to see they have a fried chicken sandwich with a beer for only twenty bucks!The fries were OK. But the chicken sandwich on the freshly baked sourdough bread was fabulous! My friend enjoyed her pancakes, they came with a sauce. But, she  did not appreciate that they nickel and dime you; they wanted two more dollars for syrup.Compliments to our waiter!Our wonderful waiter, Matthew was attentive and personable. Matthew's energy is definitely contagious!I would return!","4 Clinton St New York, NY 10002"
2023-09-12,2023-09-16,Clinton Street Baking Company,"I don't think it's worth the wait. There was a hair in my French toast after waiting almost two hours to get in on a Sunday. Maybe the pancakes were better? Service is OK, really have to get the waiter's attention to get a drink refill. Crowded seating.","4 Clinton St New York, NY 10002"
2023-09-10,2023-09-16,Clinton Street Baking Company,"It only took me a few years to try this place, but I am so happy I finally got in last weekend! :)Loves:+ The pancakes ($18) are why people come and they are divine! Not sure if the best in the city but very good+ We paired pancakes with eggs benny ($18) and that was good. Our waiter recommended the spanish scramble for next visit+ We got so lucky with a walk-in. We were quoted a 2.5 hour wait for two people on Labor Day but waited outside for 10min or so, and got seated shortly after at the barMy best advice for this place is to 1) get a resy in advance if you can, and 2) ensure you put your name on waitlist for both the dining room and the bar. I'd maybe even add in 3) dine solo and get seated much faster at the bar.","4 Clinton St New York, NY 10002"
2023-09-10,2023-09-16,Clinton Street Baking Company,"Classic American restaurant famous for their pancakes. Obviously, I had to order the blueberry pancakes to see if it's worth the hype. Well, let me tell you, these are one of the best pancakes I've ever had. The blueberry compote paired with the warm maple butter took these pancakes to the next level.The service was fast and the employees were attentive and welcoming.Overall, it was a great experience. Just wasn't a fan of the wait times. I highly recommend getting a reservation, especially on the weekends if you plan on coming here.","4 Clinton St New York, NY 10002"
2023-09-04,2023-09-16,Clinton Street Baking Company,"The line was extremely long and the service was extremely slow. When we ordered they said food would take 20 mins. After waiting 30 mins, they shared it would take 15 more mins.","4 Clinton St New York, NY 10002"
2023-09-02,2023-09-16,Clinton Street Baking Company,great freaking place visit... customer service is immaculate.... love it,"4 Clinton St New York, NY 10002"
2023-09-02,2023-09-16,Clinton Street Baking Company,"I'm really disappointed. I was so excited to try their famous pancakes and they did not live up to the hype. They were okay at best. I also tried the eggs Benedict, they were alright as well. I tried their fried chicken and it was just not good. The chicken had this really weird taste to it, and it was basically inedible. I also tried their burger and fries: the burger was meh (extremely dry) and the fries were over cooked. The service was very good though.","4 Clinton St New York, NY 10002"
2023-09-01,2023-09-16,Clinton Street Baking Company,"Clinton Street is one of my all-time favorite restaurants in New York City. Each time I visit, the food never disappoints, and the service is attentive and efficient. It definitely stays packed so it's really hard to say when's the best time to visit. I will say, if possible, have a reservation because it will make your life much easier, but they do take walk-ins.You have to try their pancakes, if that's your thing. I love them so much, and each flavor I've tried had been delicious, but don't sleep on their waffles either because they are just as good. Now what really surprised me was their fried chicken sandwich, the chicken is cooked to perfection, and the bread complements it so well, without being too hard or too soft. I definitely want to try more of their lunch/dinner menu items because they offer those too.The overall atmosphere of this location is pretty casual, but quite high energy because of how fast pace everything is. If that's not up your speed, they also have a counter located inside the Time out market in Dumbo Brooklyn. They might not have all of the menu items like the lower Eastside location, but they still have their most iconic dishes. Regardless, I always recommend checking this gem out because it's so good!","4 Clinton St New York, NY 10002"
2023-08-28,2023-09-16,Clinton Street Baking Company,"After hearing so much hype around Clinton St Bakery, I finally made it a point to try out their brunch this week. We made reservations to avoid the long lines and we were escorted to our seats promptly after arrival.We ordered an iced oat milk latte, freshly squeezed orange juice, wild Maine blueberry pancakes, classic eggs Benedict and a side of their sugar cured bacon. The blueberries in the pancakes were slightly tart and it balanced out the fluffy pancakes and sweet maple butter perfectly. Eggs Benedict were pretty standard, nothing overly special. The sugar cured bacon was a delicious combination of savory and sweet. The only thing that we didn't like was our iced oat milk latte. We're usually not too picky with our coffee but the latte was undrinkable. There was a small layer of oil on top which I suspect is from the oat milk and it also tasted like bitter, watered down coffee.I'd come back again for the pancakes and bacon but would avoid the iced latte the next time I dine here.","4 Clinton St New York, NY 10002"
2023-08-28,2023-09-16,Clinton Street Baking Company,"My 2nd time here and I can't believe I didn't write a review the first time.The pancakes are probably my favorite ever. The blueberry compote compliments the pancake well, along with that maple butter! Omgoodness I wish I could have more.The Spanish Scramble was also really good! Great flavor, although I would've preferred ground chorizo, not like sausage slices. The potatoes that came with the meal were cooked well and the food came out nice and hot!Service was fast and all staff we encountered were super pleasant. This is like a guaranteed good meal when we come to NY.","4 Clinton St New York, NY 10002"
2023-09-14,2023-09-16,Gramercy Tavern,Had the seasonal dinner menu here and ate the best gnocchi I've ever had! The rest of the dishes were good.,"42 E 20th St New York, NY 10003"
2023-09-12,2023-09-16,Gramercy Tavern,"It's been awhile since I went to Gramercy Tavern but I remember enjoying their chicken consomme, the managers are very nice and accommodating. A good spot for a little splurge!","42 E 20th St New York, NY 10003"
2023-09-12,2023-09-16,Gramercy Tavern,Just splendid. I've been here for lunch and for a private party. It's just elegant to the max. Fabulous !,"42 E 20th St New York, NY 10003"
2023-09-08,2023-09-16,Gramercy Tavern,"Best kept secret in NY. We've been going here for many years. Excellent food and as important friendly, personal service. We're headed here again next week.","42 E 20th St New York, NY 10003"
2023-09-07,2023-09-16,Gramercy Tavern,"So I tried this restaurant based on the recommendations of a local New Yorker. The ambiance gives the essence of a tavern with the rustic decor, rudimentary lighting, and shades of tan apparel but feels much like a commercialized quasi-tavern built for Disney World verses the aged home grown feel of a true English tavern. The service was spectacular and the delivery of the food perfectly timed. Several of the dishes were bursting with micro flavors while one of the meat dishes left more to be desired. Overall, I would recommend but certainly not my favorite.","42 E 20th St New York, NY 10003"
2023-09-05,2023-09-16,Gramercy Tavern,Excellent food.  Great services.  Good wine. Great atmosphere.   Their Bordeaux is one of the best I ever had.,"42 E 20th St New York, NY 10003"
2023-09-04,2023-09-16,Gramercy Tavern,"Lovely food and amazing service. Yes the prices are extremely high, but the food is great quality. Minus 1 star for the sheer amount of salt they added to the food. The cucumber soup I had to send back because the salt level made me gag. The bread was over salted too, and even my chicken was salty and the skin had fat on it and was soggy.","42 E 20th St New York, NY 10003"
2023-09-03,2023-09-16,Gramercy Tavern,"I absolutely love Gramercy Tavern and come whenever I am in NYC, by far my favorite ""foodie""Restaurant!!Our server, Amanda, was so helpful with suggestions on food and wine, she is the ultimate professional and top notch customer service, just felt she made our dinner the Best Experience Ever!! We were celebrating my daughter's birthday and her official move to her first apartment in NYC and Amanda made sure our night was perfect!!We had the cucumber soup, hard to describe how amazing a chilled soup could be- you MUST order it!! Then we had beef tartare-quite spectacular! Then  mains were sea bass and cavatelli, both excellent!!Each item was beautifully plated, with layers of flavors that just all melded into an absolute pleasure on the palate. The ingredients felt Like they were fresh picked from a garden a minute before preparing, everything just bursting with flavor!!Thank you Amanda for giving us an amazing evening and as always, we will return!!!!Of note, we Loved the friendly kind professional Hostess and in the past had a fabulous bartender that was top notch- saw him working last night but not sure of his name- a great mixologist who has been there for many years and is excellent at his craft!","42 E 20th St New York, NY 10003"
2023-09-01,2023-09-16,Gramercy Tavern,"Food, service, and ambiance deserve only an average rating at best.   My first time in NY.  Price is high for the food!   Not worth coming to..My room service from DoorDash is more worthwhile.   I won't recommend or coming here again.","42 E 20th St New York, NY 10003"
2023-08-28,2023-09-16,Gramercy Tavern,"Great ambiance! I booked 30 days in advance to get a prime dinner time for a small group for my friend's birthday. We had a fabulous time here, drinking bubbles throughout. Note that they take the bottle away between pours, something that my friend was not a fan of, but were very attentive and made sure our glasses were never empty. We shared the flatbread and dips to start  and I had the famous tavern burger. While it was a delicious, high quality burger and very good, I actually don't rank it as one of the best in the city. To be honest I wasn't blown away by the food here in general (don't get me wrong, it was very good, but perhaps my expectations were just too high) but I did love the ambiance and vibe.","42 E 20th St New York, NY 10003"
2023-08-19,2023-09-16,The Woo,Excellent all around; I personally didn't try to order off menu items yet; but this kind of place strikes me as those that will do their best to satisfy whatever you crave as long as they have all the ingredients needed to make a dish that suits your palate!,"206 Spring St New York, NY 10012"
2022-04-09,2023-09-16,The Woo,"Alex was our bartender but helped Humberto (our waiter) bring & take our delicious food away so we can share leftovers home (we always order way too much). The vibe here is totally positive & a great place to hang. You never feel there's a rush to decide what to order; or please finish your food, so they can seat other patrons! Needless to say, we'll be back with other friends as soon as possible & as often as possible. It's just too bad so many other places nearby recently do not open until after 4-5pm. What do you do if you want late lunch or early dinner!? Come here to Woo; you won't regret it!!","206 Spring St New York, NY 10012"
2023-08-18,2023-09-16,The Woo,"I had went here for my birthday back in 2022, I had wanted to try Korean BBQ, boy was I wrong!! I should've never tried something new off the restaurant week menu. I didn't like the food and I didn't intend to cook my own food, the waiter turned on the fire for me. The service was great, I had to ask for ice water and not just water. This place had an unsanitary bathroom and that's all I'm going to say on the subject. We we're sharing one bathroom upstairs with everyone, the customers and the employees, this bathroom needs to be service ever hour on the hour. I love this martini!!! If they had alcohol on the go, I will be the first in line to get the Lychee Martini!!!! I give it two stars only for the Martini.","206 Spring St New York, NY 10012"
2023-08-12,2023-09-16,The Woo,"It was ok. I didn't know it was restaurant week so I tried the special. it came with an appetizer (we got wings and pork belly bun), jap chae, and we opted for meat which was extra. the meat was ok. the atmosphere was alright. the waiter was nice but the entire place wasn't what i expected.","206 Spring St New York, NY 10012"
2023-07-29,2023-09-16,The Woo,"This place is Ridiculously Hot. NO working air conditioning. They have a make shift a/c upstairs. Downstairs is a fan blowing heat and dirt onto the food. This place does not even cook your food/bbq. They were offended when I asked if someone would come and grill the meat. Waiter left the meat and left. We had a large party and autotiped 20% which was a joke for the terrible service. Mediocre food and hot hot hot unbearable eating environment. Here is the kicker. Being so hot, people moved the air blowers and made us and the kids even hotter. Probably better to go straight to ktown for better food and ac at more reasonable prices.","206 Spring St New York, NY 10012"
2023-07-20,2023-09-16,The Woo,Food was yummy!  You have the choice of cooking it yourself or have them precook it for you.  Since it was so hot we had them cook it for us.  The food was good portion and was all yummy!   Drinks are delicious as well.  This place is good for big group gathering.,"206 Spring St New York, NY 10012"
2023-06-12,2023-09-16,The Woo,"Mostly, I rate on the quality of the food. The only time that I will ding a restaurant on service is if the price tag justifies it or if the service was truly terrible. The Woo charges $40 dollars for a serving of bulgogi, which would run you about 25-30 dollars at any other spot. Therefore, I'm bringing service into the equation.Food quality - 4The food here is good. We had the ddukbboki, bulgogi, spicy bulgogi, cow tongue, brisket and pork belly. The quality of the meat was very good, but I would rate it on the same level as the quality you'd experience at Don's Bogam. The rice cakes in the ddukbboki also tasted freshly made.Service - 2It was hard to get a grill change. We asked multiple times and couldn't get any service.Prices - 2This places was really expensive in comparison to a lot of the other KBBQ places in the city.Overall, I wouldn't recommend this place unless you're trying to be fancy for no reason.","206 Spring St New York, NY 10012"
2023-05-29,2023-09-16,The Woo,"We had a large party of 16 and for the most part enjoyed our dinner here. You pay for the service and ambiance in addition to the food. The food is good but certain dishes we've had better elsewhere. Regardless, it's a great place to check out and enjoy a nice dinner.","206 Spring St New York, NY 10012"
2023-05-07,2023-09-16,The Woo,"The service and restaurant interior was nice, but the food was not that great. The food is more closer to Korean fusion, so be careful and don't expect authentic Korean food.1) Beef Tatare or Yookhwe - this was still frozen when brought to the table, but the flavor was nice. We couldn't really mix it up because of how icy the dish was2) Tteokbokki - savory, but did not taste like tteokbokki at all and strangely had zucchini in it. The sauce was not the normal tteokbokki sauce and the rice cakes are cut smaller.3) Korean fried chicken - probably the best dish. The chicken was crispy and very saucy. However the bottom pieces that have been in the sauce for a while were salty.4) Also had bibimbap and yookgaejang - both were just okay, I wouldn't recommend ordering","206 Spring St New York, NY 10012"
2023-05-05,2023-09-16,The Woo,"For the price, I was disappointed with the food. I picked up my order of kimchi stew and kimchi stir fry, which are both simple, homey dishes, but both had upfront issues.The Kimchi stew was soo sandy, I have no idea what it could be, but it felt like I was chewing through grains. The taste otherwise was good, but it also contained so few tofu and meat pieces, I'd say maybe 4/5 pieces in the entire soup container.The stir fry was also tasty but WAY too salty, even for someone who loves dishes on the saltier side.Overall I could have spent $10-15 fewer ordering from Hanok but thought I'd splurge on higher quality, but seems this was not the case here.Ambiance inside looks nice though, so could be more of a vibes than food type of place.","206 Spring St New York, NY 10012"
2019-09-04,2023-09-16,The Woo,"5 stars for both dining in and delivery.The food is just absolutely delicious. I love dishes where there is the star ingredient but there are also many other vegetables, garnishes, toppings included as well and The Woo does that.I have had their kimchi jjigae, duck BBQ, seafood stew, and japchae and they are all solid dishes. Even though these are the most common choices at a korean restaurant, The Woo has me going back just to theirs because there's just something about these dishes' tastes that far surpasses the rest.It is fairly pricey but very worth it!","206 Spring St New York, NY 10012"
2023-04-29,2023-09-16,The Woo,"Terrible, Terrible ExperienceSpoiled out birthday celebration, slow inattentive service and we were treated extremely disrespectfully. Average KBBQ at extremely high prices. You are better off going to a multitude of wonderful restaurants in the area. I frankly feel embarrassed to have brought my guests here.","206 Spring St New York, NY 10012"
2023-09-08,2023-09-16,Bacall's,"We felt like this place was an overpriced tourist trap, and the only highlight was the majority of the staff were professional. Our original waiter seemed to really hate his job though. I ordered the blue dream cocktail and it was extremely sour, not even a hint of sweetness and I couldn't even drink it. We tried to be nice about it, but our original waiter just argued that it's ""supposed to be sour"" and didn't offer any remedy. He was also extremely judgmental about how my friend wanted his steak cooked because my friend wanted his steak well-done, so the waiter told my friend he must like his meat ""dry and tough"".  The irony is that he served my husband's steak bright red rare with a sight sear on the outside (when he ordered it medium rare). At some point, our original waiter was replaced and his replacement was so much nicer (hence 2 stars instead of 1).  The cocktail was taken off our bill. Overall, the food was mediocre at best and the cherry on top was probably the weirdly sweet peppercorn sauce that was served with the steak. There is nothing I would recommend here and will never return.","220 West 44th St New York, NY 10036"
2023-09-07,2023-09-16,Bacall's,"We had 8pm tickets to see A Beautiful Noise in NYC . Bacall's was literally across the street from the theater. Seated promptly at 5:30. Received free Prosecco for Yelp checkin.  Ordered $45 3 course prix fixe. Chose caesar salad which had tasty dressing. Half chicken fried chicken entree was crisp and moist, though slightly salty. Side of good thin fries. Dessert was crisp, hot churros. My wife had bean burger that she enjoyed. Service was excellent! Abi and his couldn't have been better.  Easily recommend, especially pre Broadway show","220 West 44th St New York, NY 10036"
2023-09-05,2023-09-16,Bacall's,"Had to get a quick bite before a 2 pm show and there  were tables available without a wait. The place is so cute inside. My black bean burger and fries were delicious. My friends liked their salads and drinks. The only con was that we told the waitress when we sat that we were in a rush to get to the show and placed our order immediately. But the food took forever! And the place was not busy. No one even came to say anything. We went to them, then finally they checked and said a manager was checking... it came out a little while later. What bothered me was the other girl that came over acted like we didn't tell them from the start we were in a rush when we made it a point to!","220 West 44th St New York, NY 10036"
2023-08-26,2023-09-16,Bacall's,"Chose this newer place over some old-school places on the block when seeing a show at the Helen Hayes. Service was excellent, food was very good, and the space was appealing. I asked about the lobster-stuffed trout that was semi-off-menu (listed outside and on the delivery menu, but not on the physical menu) and got it! I was good. I was also pleased that they offered me an off-menu side dish version of the Caesar Salad when I asked. I might just go there on a future trip!","220 West 44th St New York, NY 10036"
2023-08-17,2023-09-16,Bacall's,Why doesn't this place have more stars or reviews?  The location and food were wonderful. Our server was great too. I highly recommend and I would visit again.,"220 West 44th St New York, NY 10036"
2023-08-06,2023-09-16,Bacall's,"This place is a total GEM! Literally the best rigatoni vodka I've had in the city and I eat a lot of pasta lol everything was incredible from our service to the drinks !The decor inside is absolutely beautiful, and the drinks come in stunning containers, such as a margarita inside of a small, patron bottle ! We got the big bottle, totally worth it !meatballs were tender & the wings were so so tasty! Loved the rib eye with the mashed potatoes as well and let's not forget dessert . Japanese soufflé cheesecake and 16 layer cream cake, amazing and delicious dishes","220 West 44th St New York, NY 10036"
2023-07-29,2023-09-16,Bacall's,"This was a good, low key option for brunch on the weekend. I had the chilaquiles and buffalo cauliflower, which were both pretty tasty. My other friends at the table tried the bottomless drinks option, which was pretty inexpensive compared to other options in the city, and had good drink choices as well. I loved the old-timey decor and posters of classic movies.","220 West 44th St New York, NY 10036"
2023-07-21,2023-09-16,Bacall's,"We had a pre-theater dinner at Bacall's recently. The servers were very pleasant and accommodating; service was a little chaotic, but quick enough. And the food was very good! A nice surprise given its tourist-heavy location. We'd definitely go to Bacall's again.","220 West 44th St New York, NY 10036"
2023-07-16,2023-09-16,Bacall's,"I went here after a play and had a great time!! Erica, the bartender,  was amazing.  She was friendly, easy to talk to, and her drinks were great.  The drinks are a but pricey...but it just so happened I went during their 2 for 1 HH so it eased the pocket pain..lol.  I was a bit surprised that my Moscow Mule wasn't served in the traditional copper mug, but it was still good.  But, the Passionfruit Margarita was the star.I ordered the Bucharest pasta. It was delicious!!If you're looking for a nice restaurant to go to before or after hitting a play, go check them out. I don't think you'll be disappointed.","220 West 44th St New York, NY 10036"
2023-07-11,2023-09-16,Bacall's,"I just left this place terribly upset. First and last time there for me. My boss picked this place because she said it had great reviews. We had a reserved table for 6. I ordered an Espresso Martini, it came 11 minutes after my co workers had finished their cocktails. The waiter apologized for the delay. The martini rated 3/10. It didn't have any froth on it, very bland and tasteless. I have had much better Espresso martinis. I wish that was the worst of it. I ordered the arugula salad dressed with fig, Burrata and prosciutto plus a side of salmon. My ""SALAD"" came 19 minutes after my table mates received their meals. Outside of being totally pissed that both my drink order and my meal (a damn salad y'all) were both unacceptably delayed, the piece of salmon was so over cooked and dry. I couldn't even eat it. Realistically speaking , how long does it take to construct a salad? Needless to say, I didn't order dessert, who knows what time of the night I would have received that. Obviously that's my first and last time there.  BTW the place was far from crowded so I have absolutely no idea why both of my orders did not come along with everyone else's. Truly disappointing and embarrassing to to point that my table guests felt guilty eating while I watched them.","220 West 44th St New York, NY 10036"
2023-09-15,2023-09-16,Reyna,Came here to grab some drinks and food with my girls and it was so much fun! The food was delicious and Ryan made sure our drinks were on point! 100% recommend,"11 E 13th St New York, NY 10003"
2023-09-15,2023-09-16,Reyna,Ryan is the best bartender here!!!!We love ryan so much it was sooo goood!!We loved it here,"11 E 13th St New York, NY 10003"
2023-09-14,2023-09-16,Reyna,Bryan was fantastic and attentive. Really appreciate the service. Food was really good too. Try the more unique dishes like the Lamb Baklava.,"11 E 13th St New York, NY 10003"
2023-09-09,2023-09-16,Reyna,"I'm not sure what to rave about first-the decor, the drinks, or the food. I'll start with the decor since that's the first thing I experienced when I walked in the door. Every design element is so clearly thought out to create a sexy, but laid back, vibe. The feathered chandeliers above the bar are the centerpiece-one of a kind. For drinks I ordered the pornstar martini. I loved the passion fruit caviar served with it. So refreshing. I wanted more and basically ordered a 2nd drink just for that. For food I ordered the crispy artichokes, the croquettes, and the lamb baklava. The artichokes, even though they are fried, were so lemony and light. The  croquettes just melted in my mouth and had just a drizzle of sauce that balanced out the cheese. I was talked into ordering the baklava. I don't like the dessert version of baklava, so I was hesitant, but this lamb version was nothing like it. It looked like a birds nest-shredded strips of dough wrapped around wonderfully marinated lamb. If you are a vegetarian (like me) this dish is worth it. Lastly, thumbs up to the bartender and the hostess who were both attentive and actually thanked me on the way out!","11 E 13th St New York, NY 10003"
2023-09-07,2023-09-16,Reyna,Rashad H was the best server! Explained everything on the menu so eloquently. The group will definitely come back again!,"11 E 13th St New York, NY 10003"
2023-09-07,2023-09-16,Reyna,Happy hour deal is so good! Get the fries! Luis was the best server and so attentive!,"11 E 13th St New York, NY 10003"
2023-09-07,2023-09-16,Reyna,Had the most amazing happy hour! Louis was wonderful. Luis was our server and could not have been better. We will definitely be back!,"11 E 13th St New York, NY 10003"
2023-09-06,2023-09-16,Reyna,Rashad was great. Food is great. Interesting atmosphere. Definitely get the Greek fries,"11 E 13th St New York, NY 10003"
2023-09-01,2023-09-16,Reyna,"My dining experience at Reyna restaurant was nothing short of exceptional. It's a place where passion for food, impeccable service, and a warm atmosphere seamlessly come together. Whether you're celebrating a special occasion or simply looking for a memorable night out, I highly recommend giving this restaurant a try. Our server, Rashad made excellent cocktails and food recommendations, his pleasant demeanor made the evening that more fun. You won't be disappointed!","11 E 13th St New York, NY 10003"
